sample_id,h2d_ms,kernel_ms,k1_ms,k2_ms,k3_ms,d2h_ms,total_ms,predicted,actual,correct
6557,0.041,0.487,0.258,0.028,0.186,0.053,0.581,2,2,1
6558,0.043,0.485,0.260,0.027,0.183,0.043,0.571,2,2,1
6559,0.030,0.489,0.260,0.028,0.185,0.044,0.563,2,2,1
6560,0.083,0.531,0.266,0.035,0.189,0.056,0.670,2,2,1
6561,0.067,0.544,0.280,0.030,0.184,0.099,0.711,2,2,1
6562,0.075,0.532,0.280,0.024,0.185,0.061,0.668,2,2,1
6563,0.052,0.523,0.270,0.027,0.185,0.088,0.663,2,2,1
6564,0.048,0.508,0.269,0.026,0.185,0.042,0.599,2,2,1
6565,0.042,0.523,0.265,0.026,0.193,0.051,0.616,2,2,1
6566,0.041,0.553,0.272,0.061,0.192,0.071,0.666,3,2,1
6568,0.033,0.474,0.238,0.030,0.189,0.043,0.550,2,2,1
6569,0.034,0.488,0.261,0.027,0.186,0.066,0.587,2,2,1
6570,0.028,0.464,0.235,0.027,0.188,0.028,0.520,2,2,1
6571,0.029,0.458,0.233,0.027,0.186,0.066,0.553,2,2,1
6572,0.029,0.464,0.234,0.026,0.190,0.063,0.556,2,2,1
6573,0.055,0.464,0.234,0.027,0.189,0.063,0.582,3,2,1
6575,0.056,0.461,0.233,0.027,0.188,0.068,0.585,2,2,1
6576,0.056,0.462,0.235,0.027,0.187,0.064,0.581,2,2,1
6577,0.029,0.463,0.233,0.029,0.189,0.064,0.557,2,2,1
6578,0.058,0.460,0.233,0.027,0.187,0.064,0.582,0,2,1
6582,0.029,0.465,0.232,0.033,0.188,0.049,0.544,3,2,1
6584,0.054,0.462,0.234,0.026,0.188,0.029,0.546,2,2,1
6585,0.032,0.464,0.234,0.027,0.189,0.051,0.546,2,2,1
6586,0.058,0.469,0.234,0.029,0.188,0.068,0.595,3,2,1
6588,0.060,0.467,0.235,0.028,0.189,0.064,0.591,2,2,1
6589,0.030,0.464,0.233,0.027,0.187,0.067,0.560,2,2,1
6590,0.031,0.466,0.235,0.027,0.189,0.062,0.559,2,2,1
6591,0.031,0.467,0.235,0.027,0.191,0.064,0.561,3,2,1
6593,0.033,0.465,0.235,0.027,0.189,0.096,0.594,2,2,1
6594,0.053,0.491,0.244,0.029,0.189,0.108,0.652,2,2,1
6595,0.044,0.479,0.238,0.026,0.189,0.078,0.601,3,2,1
6598,0.032,0.539,0.266,0.057,0.190,0.074,0.645,2,2,1
6599,0.030,0.492,0.237,0.054,0.188,0.065,0.587,6,2,1
6601,0.034,0.490,0.235,0.054,0.188,0.025,0.549,2,2,1
6602,0.028,0.503,0.235,0.068,0.186,0.101,0.632,0,2,1
6605,0.036,0.503,0.236,0.069,0.186,0.025,0.565,2,2,1
6606,0.033,0.490,0.237,0.053,0.186,0.074,0.598,2,2,1
6607,0.037,0.498,0.237,0.055,0.187,0.030,0.565,2,2,1
6608,0.030,0.515,0.238,0.071,0.188,0.070,0.615,2,2,1
6609,0.031,0.517,0.238,0.068,0.187,0.074,0.622,3,2,1
6611,0.036,0.516,0.262,0.052,0.186,0.027,0.579,2,2,1
6612,0.025,0.512,0.255,0.054,0.188,0.069,0.607,2,2,1
6613,0.033,0.491,0.237,0.053,0.187,0.025,0.549,2,2,1
6614,0.032,0.515,0.236,0.060,0.204,0.029,0.576,3,2,1
6616,0.031,0.540,0.260,0.052,0.216,0.066,0.638,2,2,1
6617,0.030,0.542,0.260,0.055,0.215,0.076,0.648,3,2,1
6619,0.031,0.531,0.236,0.067,0.215,0.026,0.589,2,2,1
6620,0.026,0.500,0.235,0.067,0.186,0.071,0.596,2,2,1
6621,0.030,0.516,0.261,0.054,0.188,0.027,0.573,2,2,1
6622,0.030,0.519,0.237,0.053,0.215,0.106,0.655,2,2,1
6623,0.031,0.489,0.237,0.053,0.185,0.025,0.545,3,2,1
6626,0.032,0.499,0.235,0.056,0.194,0.027,0.558,3,2,1
6628,0.031,0.496,0.236,0.032,0.214,0.066,0.593,2,2,1
6629,0.068,0.515,0.235,0.053,0.215,0.065,0.648,3,2,1
6631,0.032,0.490,0.235,0.054,0.188,0.025,0.547,2,2,1
6632,0.034,0.489,0.236,0.055,0.186,0.066,0.589,2,2,1
6633,0.032,0.487,0.235,0.053,0.186,0.025,0.543,2,2,1
6634,0.067,0.467,0.236,0.029,0.188,0.081,0.615,2,2,1
6635,0.069,0.543,0.262,0.054,0.215,0.104,0.716,3,2,1
6637,0.054,0.530,0.235,0.067,0.215,0.025,0.609,2,2,1
6638,0.099,0.515,0.234,0.053,0.215,0.072,0.686,2,2,1
6639,0.033,0.540,0.242,0.072,0.213,0.070,0.642,3,2,1
6641,0.054,0.551,0.267,0.053,0.217,0.026,0.631,2,2,1
6642,0.103,0.509,0.259,0.052,0.187,0.065,0.677,2,2,1
6643,0.054,0.488,0.235,0.053,0.186,0.025,0.566,2,2,1
6644,0.072,0.517,0.235,0.054,0.215,0.065,0.653,2,2,1
6645,0.032,0.568,0.259,0.068,0.227,0.027,0.627,2,2,1
6646,0.032,0.516,0.235,0.053,0.215,0.031,0.579,4,2,1
6648,0.031,0.494,0.238,0.054,0.186,0.069,0.594,2,2,1
6649,0.105,0.516,0.246,0.067,0.186,0.108,0.729,4,2,1
6651,0.034,0.525,0.263,0.055,0.187,0.031,0.590,2,2,1
6652,0.036,0.534,0.246,0.053,0.215,0.106,0.676,2,2,1
6653,0.030,0.522,0.236,0.052,0.216,0.070,0.622,4,2,1
6655,0.026,0.492,0.237,0.026,0.215,0.079,0.597,0,2,1
6657,0.030,0.526,0.260,0.028,0.225,0.027,0.583,2,2,1
6658,0.039,0.524,0.269,0.028,0.214,0.085,0.648,2,2,1
6659,0.030,0.488,0.235,0.054,0.186,0.025,0.543,3,2,1
6662,0.032,0.487,0.235,0.054,0.187,0.065,0.583,2,2,1
6663,0.030,0.513,0.234,0.067,0.198,0.026,0.570,2,2,1
6664,0.029,0.487,0.236,0.053,0.186,0.066,0.583,2,2,1
6665,0.033,0.521,0.235,0.054,0.217,0.073,0.627,3,2,1
6667,0.034,0.495,0.237,0.054,0.187,0.028,0.558,2,2,1
6668,0.028,0.521,0.236,0.054,0.213,0.074,0.623,2,2,1
6669,0.034,0.527,0.239,0.053,0.215,0.030,0.590,2,2,1
6670,0.046,0.496,0.237,0.055,0.187,0.071,0.613,2,2,1
6671,0.035,0.493,0.237,0.053,0.186,0.034,0.562,2,2,1
6672,0.025,0.556,0.260,0.068,0.215,0.067,0.648,2,2,1
6673,0.030,0.529,0.236,0.067,0.213,0.025,0.584,2,2,1
6674,0.030,0.489,0.236,0.054,0.186,0.025,0.543,3,2,1
6676,0.032,0.468,0.236,0.031,0.188,0.105,0.605,2,2,1
6677,0.030,0.525,0.261,0.065,0.186,0.028,0.584,5,2,1
6680,0.028,0.530,0.235,0.067,0.217,0.066,0.625,2,2,1
6681,0.033,0.490,0.235,0.053,0.189,0.026,0.549,7,2,1
6684,0.028,0.531,0.236,0.067,0.215,0.065,0.624,2,2,1
6685,0.031,0.530,0.235,0.067,0.216,0.025,0.586,2,2,1
6686,0.026,0.515,0.236,0.054,0.213,0.069,0.610,2,2,1
6687,0.031,0.489,0.235,0.053,0.188,0.031,0.551,2,2,1
6688,0.033,0.498,0.235,0.033,0.215,0.026,0.557,3,2,1
6690,0.028,0.488,0.234,0.054,0.188,0.071,0.587,2,2,1
6691,0.031,0.486,0.235,0.053,0.186,0.065,0.582,3,2,1
6693,0.031,0.485,0.234,0.052,0.186,0.025,0.541,2,2,1
6694,0.032,0.487,0.234,0.052,0.188,0.069,0.587,2,2,1
6695,0.031,0.470,0.237,0.032,0.188,0.030,0.531,2,2,1
6696,0.030,0.520,0.237,0.053,0.216,0.071,0.620,2,2,1
6697,0.032,0.531,0.237,0.053,0.226,0.030,0.593,2,2,1
6698,0.029,0.535,0.238,0.054,0.226,0.072,0.636,2,2,1
6699,0.034,0.499,0.237,0.053,0.188,0.030,0.562,2,2,1
6700,0.032,0.495,0.263,0.031,0.186,0.027,0.554,8,2,1
6702,0.026,0.516,0.235,0.054,0.215,0.065,0.607,3,2,1
6705,0.030,0.539,0.260,0.051,0.215,0.025,0.594,2,2,1
6706,0.030,0.491,0.236,0.052,0.189,0.027,0.548,0,2,1
6708,0.029,0.516,0.236,0.053,0.213,0.068,0.614,2,2,1
6709,0.026,0.501,0.235,0.067,0.187,0.066,0.592,1,2,1
6711,0.030,0.488,0.235,0.054,0.186,0.025,0.544,2,2,1
6712,0.034,0.484,0.234,0.052,0.186,0.066,0.584,2,2,1
6713,0.031,0.488,0.236,0.053,0.187,0.025,0.544,2,2,1
6714,0.026,0.463,0.235,0.029,0.185,0.105,0.594,2,2,1
6715,0.028,0.542,0.236,0.067,0.227,0.076,0.646,3,2,1
6717,0.033,0.530,0.235,0.067,0.215,0.026,0.589,2,2,1
6718,0.026,0.518,0.234,0.056,0.216,0.109,0.653,2,2,1
6719,0.032,0.487,0.236,0.053,0.186,0.026,0.545,2,2,1
6720,0.033,0.468,0.236,0.032,0.187,0.108,0.608,2,2,1
6721,0.043,0.475,0.236,0.040,0.186,0.026,0.545,2,2,1
6722,0.034,0.542,0.260,0.054,0.215,0.103,0.678,2,2,1
6723,0.031,0.542,0.262,0.053,0.215,0.026,0.598,2,2,1
6724,0.026,0.522,0.238,0.056,0.216,0.106,0.653,2,2,1
6725,0.031,0.529,0.236,0.053,0.226,0.026,0.586,2,2,1
6726,0.033,0.542,0.274,0.067,0.186,0.026,0.601,3,2,1
6728,0.042,0.489,0.237,0.052,0.186,0.106,0.636,2,2,1
6729,0.031,0.545,0.236,0.067,0.229,0.026,0.601,2,2,1
6730,0.027,0.531,0.235,0.069,0.215,0.101,0.659,2,2,1
6731,0.032,0.531,0.236,0.067,0.215,0.026,0.589,2,2,1
6732,0.026,0.518,0.260,0.031,0.187,0.105,0.649,2,2,1
6733,0.037,0.555,0.243,0.055,0.228,0.031,0.623,2,2,1
6734,0.033,0.547,0.263,0.052,0.215,0.104,0.684,2,2,1
6735,0.035,0.521,0.238,0.052,0.213,0.029,0.585,2,2,1
6736,0.030,0.521,0.238,0.053,0.213,0.105,0.656,2,2,1
6737,0.032,0.527,0.238,0.060,0.212,0.105,0.664,3,2,1
6739,0.036,0.559,0.272,0.054,0.215,0.030,0.625,2,2,1
6740,0.029,0.575,0.263,0.067,0.228,0.106,0.710,2,2,1
6741,0.034,0.543,0.273,0.067,0.186,0.029,0.606,2,2,1
6742,0.030,0.548,0.262,0.054,0.215,0.104,0.683,2,2,1
6743,0.035,0.536,0.263,0.053,0.192,0.037,0.608,2,2,1
6744,0.032,0.552,0.265,0.053,0.217,0.105,0.689,2,2,1
6745,0.029,0.522,0.237,0.053,0.215,0.105,0.656,6,2,1
6747,0.030,0.537,0.236,0.069,0.217,0.104,0.672,0,2,1
6749,0.034,0.483,0.237,0.032,0.195,0.031,0.548,2,2,1
6750,0.033,0.498,0.236,0.030,0.216,0.108,0.640,2,2,1
6751,0.036,0.523,0.237,0.054,0.214,0.029,0.587,2,2,1
6752,0.032,0.550,0.263,0.053,0.215,0.103,0.686,2,2,1
6753,0.034,0.564,0.263,0.070,0.215,0.028,0.626,2,2,1
6754,0.031,0.562,0.264,0.067,0.215,0.122,0.716,2,2,1
6755,0.037,0.551,0.238,0.054,0.215,0.034,0.622,2,2,1
6756,0.031,0.563,0.264,0.054,0.227,0.106,0.699,2,2,1
6757,0.031,0.546,0.261,0.052,0.215,0.104,0.680,3,2,1
6759,0.035,0.524,0.237,0.054,0.215,0.030,0.588,2,2,1
6760,0.030,0.533,0.262,0.061,0.192,0.079,0.643,2,2,1
6761,0.034,0.562,0.274,0.053,0.215,0.030,0.626,2,2,1
6762,0.032,0.547,0.262,0.052,0.217,0.106,0.685,2,2,1
6763,0.035,0.495,0.237,0.053,0.188,0.036,0.566,8,2,1
6766,0.035,0.577,0.275,0.069,0.216,0.029,0.642,3,2,1
6768,0.033,0.548,0.263,0.053,0.215,0.104,0.685,2,2,1
6769,0.031,0.521,0.236,0.054,0.215,0.103,0.656,9,2,1
6771,0.035,0.547,0.263,0.052,0.215,0.029,0.611,2,2,1
6772,0.031,0.569,0.272,0.054,0.226,0.104,0.704,2,2,1
6773,0.036,0.557,0.261,0.054,0.225,0.029,0.622,2,2,1
6774,0.031,0.547,0.263,0.075,0.192,0.080,0.658,2,2,1
6775,0.036,0.488,0.239,0.040,0.192,0.030,0.553,2,2,1
6776,0.032,0.472,0.235,0.033,0.187,0.060,0.564,2,2,1
6777,0.035,0.472,0.236,0.030,0.187,0.030,0.537,2,2,1
6778,0.032,0.472,0.237,0.032,0.187,0.051,0.555,2,2,1
6779,0.037,0.472,0.237,0.030,0.187,0.029,0.538,2,2,1
6780,0.033,0.469,0.235,0.030,0.188,0.047,0.550,2,2,1
6781,0.030,0.469,0.236,0.029,0.188,0.045,0.545,1,2,1
6783,0.036,0.471,0.237,0.031,0.187,0.030,0.537,2,2,1
6784,0.030,0.482,0.238,0.029,0.187,0.048,0.560,2,2,1
6785,0.037,0.471,0.237,0.032,0.185,0.029,0.537,2,2,1
6786,0.032,0.476,0.236,0.030,0.188,0.052,0.559,2,2,1
6787,0.041,0.483,0.241,0.031,0.187,0.034,0.558,2,2,1
6788,0.035,0.478,0.239,0.032,0.186,0.050,0.563,2,2,1
6789,0.044,0.511,0.268,0.030,0.187,0.033,0.588,2,2,1
6790,0.036,0.509,0.268,0.030,0.188,0.056,0.601,2,2,1
6791,0.036,0.509,0.268,0.030,0.186,0.049,0.594,3,2,1
6793,0.041,0.480,0.240,0.030,0.187,0.033,0.553,2,2,1
6794,0.037,0.473,0.237,0.030,0.187,0.029,0.539,3,2,1
6796,0.036,0.504,0.237,0.031,0.186,0.054,0.595,2,2,1
6797,0.039,0.508,0.267,0.031,0.187,0.030,0.577,2,2,1
6798,0.032,0.498,0.262,0.029,0.188,0.056,0.585,2,2,1
6799,0.038,0.484,0.243,0.029,0.188,0.031,0.553,3,2,1
6804,0.033,0.472,0.238,0.031,0.187,0.102,0.607,2,2,1
6805,0.036,0.471,0.236,0.030,0.187,0.029,0.536,2,2,1
6806,0.030,0.474,0.238,0.030,0.189,0.102,0.606,2,2,1
6807,0.031,0.503,0.237,0.031,0.186,0.109,0.644,3,2,1
6809,0.037,0.504,0.266,0.030,0.187,0.030,0.572,2,2,1
6810,0.033,0.498,0.264,0.030,0.187,0.102,0.633,2,2,1
6811,0.036,0.474,0.238,0.029,0.188,0.028,0.538,2,2,1
6812,0.031,0.470,0.236,0.030,0.188,0.101,0.602,2,2,1
6813,0.034,0.471,0.237,0.030,0.188,0.028,0.534,2,2,1
6814,0.031,0.474,0.237,0.030,0.186,0.076,0.580,2,2,1
6815,0.036,0.472,0.237,0.031,0.186,0.029,0.537,2,2,1
6816,0.044,0.470,0.236,0.030,0.187,0.050,0.564,2,2,1
6817,0.037,0.476,0.236,0.031,0.191,0.046,0.560,8,2,1
6819,0.036,0.471,0.238,0.029,0.187,0.029,0.537,3,2,1
6824,0.035,0.484,0.237,0.038,0.192,0.064,0.583,2,2,1
6825,0.034,0.495,0.260,0.030,0.188,0.046,0.575,8,2,1
6827,0.037,0.503,0.264,0.029,0.188,0.112,0.653,9,2,1
6829,0.055,0.501,0.265,0.029,0.188,0.032,0.588,3,2,1
6834,0.036,0.495,0.262,0.029,0.187,0.029,0.560,3,2,1
6836,0.042,0.487,0.242,0.031,0.187,0.034,0.564,3,2,1
6838,0.043,0.486,0.241,0.031,0.188,0.034,0.564,3,2,1
6840,0.041,0.505,0.265,0.028,0.186,0.061,0.607,2,2,1
6841,0.039,0.512,0.267,0.029,0.188,0.056,0.607,3,2,1
6843,0.045,0.485,0.241,0.029,0.187,0.037,0.568,2,2,1
6844,0.044,0.487,0.241,0.030,0.188,0.058,0.590,2,2,1
6845,0.045,0.514,0.269,0.030,0.187,0.039,0.597,2,2,1
6846,0.041,0.509,0.265,0.029,0.188,0.055,0.605,2,2,1
6847,0.043,0.513,0.267,0.028,0.188,0.039,0.595,2,2,1
6848,0.037,0.524,0.276,0.029,0.190,0.057,0.618,2,2,1
6849,0.043,0.495,0.242,0.037,0.188,0.039,0.576,2,2,1
6850,0.039,0.511,0.267,0.030,0.186,0.053,0.603,2,2,1
6851,0.045,0.483,0.241,0.028,0.185,0.038,0.566,2,2,1
6852,0.040,0.486,0.241,0.031,0.187,0.054,0.580,2,2,1
6853,0.044,0.483,0.241,0.030,0.185,0.037,0.564,2,2,1
6854,0.037,0.510,0.267,0.028,0.186,0.056,0.602,2,2,1
6855,0.042,0.517,0.273,0.028,0.187,0.038,0.596,2,2,1
6856,0.039,0.506,0.266,0.028,0.186,0.056,0.602,2,2,1
6857,0.044,0.486,0.242,0.030,0.185,0.045,0.575,2,2,1
6858,0.043,0.508,0.265,0.030,0.185,0.038,0.589,5,2,1
6860,0.047,0.487,0.241,0.029,0.188,0.046,0.580,8,2,1
6862,0.038,0.509,0.266,0.029,0.187,0.114,0.661,2,2,1
6863,0.043,0.486,0.241,0.029,0.186,0.045,0.573,2,2,1
6864,0.038,0.510,0.266,0.028,0.187,0.113,0.661,2,2,1
6865,0.044,0.484,0.242,0.028,0.187,0.037,0.565,2,2,1
6866,0.038,0.509,0.267,0.030,0.185,0.113,0.660,2,2,1
6867,0.035,0.545,0.266,0.068,0.186,0.114,0.695,9,2,1
6869,0.042,0.521,0.241,0.068,0.187,0.036,0.599,2,2,1
6870,0.036,0.520,0.239,0.068,0.186,0.117,0.673,2,2,1
6871,0.042,0.531,0.267,0.049,0.187,0.038,0.611,2,2,1
6872,0.036,0.509,0.266,0.030,0.186,0.111,0.656,2,2,1
6873,0.043,0.545,0.266,0.068,0.186,0.035,0.624,2,2,1
6874,0.035,0.560,0.280,0.067,0.187,0.111,0.706,2,2,1
6875,0.070,0.553,0.275,0.067,0.186,0.035,0.657,3,2,1
6878,0.038,0.547,0.266,0.068,0.186,0.115,0.700,2,2,1
6879,0.044,0.523,0.241,0.067,0.186,0.039,0.606,2,2,1
6880,0.037,0.548,0.267,0.068,0.187,0.115,0.699,2,2,1
6881,0.041,0.549,0.266,0.068,0.188,0.037,0.627,2,2,1
6882,0.038,0.541,0.266,0.067,0.187,0.116,0.695,3,2,1
6885,0.039,0.546,0.267,0.068,0.186,0.034,0.618,2,2,1
6886,0.039,0.502,0.265,0.028,0.186,0.034,0.575,4,2,1
6888,0.038,0.540,0.265,0.065,0.187,0.032,0.611,8,2,1
6890,0.032,0.539,0.263,0.067,0.187,0.115,0.686,2,2,1
6891,0.038,0.517,0.240,0.067,0.188,0.032,0.588,2,2,1
6892,0.041,0.478,0.238,0.031,0.187,0.034,0.553,3,2,1
6894,0.033,0.541,0.265,0.068,0.186,0.116,0.689,2,2,1
6895,0.038,0.540,0.265,0.068,0.185,0.031,0.609,2,2,1
6896,0.032,0.535,0.262,0.066,0.187,0.107,0.674,2,2,1
6897,0.037,0.538,0.265,0.069,0.185,0.030,0.606,2,2,1
6898,0.036,0.515,0.239,0.068,0.187,0.118,0.669,3,2,1
6901,0.037,0.515,0.239,0.067,0.187,0.032,0.584,2,2,1
6902,0.035,0.512,0.237,0.068,0.187,0.110,0.656,2,2,1
6903,0.037,0.514,0.239,0.068,0.186,0.031,0.582,2,2,1
6904,0.033,0.497,0.237,0.037,0.188,0.126,0.656,2,2,1
6905,0.038,0.536,0.264,0.065,0.187,0.034,0.608,2,2,1
6906,0.034,0.536,0.263,0.068,0.187,0.106,0.676,2,2,1
6907,0.037,0.540,0.263,0.069,0.187,0.031,0.609,2,2,1
6908,0.034,0.515,0.239,0.070,0.186,0.107,0.656,3,2,1
6911,0.030,0.516,0.240,0.070,0.186,0.114,0.660,9,2,1
6913,0.038,0.511,0.237,0.067,0.187,0.032,0.580,2,2,1
6914,0.033,0.516,0.238,0.067,0.189,0.114,0.663,2,2,1
6915,0.037,0.515,0.264,0.040,0.190,0.038,0.589,2,2,1
6916,0.039,0.515,0.239,0.067,0.186,0.032,0.585,6,2,1
6918,0.031,0.540,0.265,0.068,0.187,0.113,0.684,2,2,1
6919,0.037,0.513,0.239,0.067,0.187,0.034,0.585,2,2,1
6920,0.032,0.477,0.238,0.030,0.188,0.107,0.617,2,2,1
6921,0.041,0.528,0.238,0.080,0.188,0.032,0.600,2,2,1
6922,0.033,0.560,0.266,0.087,0.186,0.115,0.707,2,2,1
6923,0.037,0.547,0.272,0.067,0.187,0.033,0.617,2,2,1
6924,0.031,0.539,0.265,0.067,0.188,0.114,0.684,2,2,1
6925,0.030,0.558,0.265,0.085,0.187,0.078,0.666,0,2,1
6927,0.062,0.549,0.275,0.067,0.187,0.034,0.645,2,2,1
6928,0.055,0.512,0.238,0.067,0.187,0.107,0.675,2,2,1
6929,0.061,0.514,0.239,0.068,0.186,0.033,0.608,2,2,1
6930,0.064,0.512,0.239,0.067,0.187,0.107,0.683,2,2,1
6931,0.057,0.530,0.240,0.083,0.186,0.108,0.695,7,2,1
6933,0.060,0.539,0.264,0.067,0.187,0.033,0.631,2,2,1
6934,0.055,0.541,0.265,0.070,0.187,0.113,0.709,2,2,1
6935,0.060,0.542,0.264,0.069,0.187,0.033,0.635,2,2,1
6936,0.035,0.541,0.264,0.068,0.188,0.109,0.685,2,2,1
6937,0.053,0.542,0.281,0.052,0.190,0.036,0.630,2,2,1
6938,0.056,0.535,0.265,0.067,0.186,0.030,0.622,3,2,1
6940,0.052,0.533,0.261,0.068,0.188,0.114,0.700,2,2,1
6941,0.059,0.509,0.237,0.069,0.186,0.031,0.600,2,2,1
6942,0.051,0.512,0.238,0.070,0.187,0.107,0.670,2,2,1
6943,0.053,0.522,0.242,0.076,0.187,0.027,0.602,2,2,1
6944,0.049,0.530,0.261,0.071,0.187,0.101,0.679,2,2,1
6945,0.054,0.535,0.260,0.070,0.188,0.029,0.618,2,2,1
6946,0.053,0.526,0.262,0.066,0.186,0.116,0.695,2,2,1
6947,0.053,0.538,0.271,0.068,0.186,0.026,0.617,2,2,1
6948,0.035,0.530,0.236,0.069,0.186,0.039,0.603,3,2,1
6950,0.054,0.527,0.246,0.068,0.191,0.105,0.687,2,2,1
6951,0.058,0.518,0.238,0.068,0.186,0.031,0.606,2,2,1
6952,0.061,0.514,0.263,0.041,0.188,0.124,0.699,3,2,1
6955,0.035,0.530,0.263,0.067,0.186,0.028,0.593,2,2,1
6956,0.048,0.529,0.263,0.067,0.188,0.114,0.692,2,2,1
6957,0.053,0.528,0.261,0.069,0.186,0.026,0.607,2,2,1
6958,0.058,0.500,0.236,0.066,0.186,0.100,0.658,2,2,1
6959,0.055,0.504,0.236,0.069,0.187,0.028,0.586,2,2,1
6960,0.047,0.495,0.235,0.032,0.187,0.105,0.648,2,2,1
6961,0.056,0.510,0.239,0.066,0.186,0.034,0.600,2,2,1
6962,0.063,0.508,0.236,0.070,0.186,0.114,0.685,2,2,1
6963,0.058,0.509,0.236,0.069,0.187,0.031,0.598,2,2,1
6964,0.053,0.509,0.237,0.066,0.188,0.113,0.675,2,2,1
6965,0.061,0.554,0.270,0.073,0.191,0.038,0.654,2,2,1
6966,0.033,0.523,0.240,0.071,0.194,0.107,0.663,2,2,1
6967,0.035,0.545,0.263,0.071,0.196,0.034,0.613,2,2,1
6968,0.034,0.546,0.263,0.072,0.198,0.035,0.614,3,2,1
6970,0.026,0.533,0.262,0.070,0.188,0.100,0.658,2,2,1
6971,0.032,0.545,0.264,0.071,0.196,0.035,0.613,2,2,1
6972,0.027,0.509,0.237,0.070,0.188,0.098,0.635,2,2,1
6973,0.033,0.508,0.236,0.070,0.189,0.032,0.573,2,2,1
6974,0.033,0.499,0.234,0.067,0.185,0.028,0.559,9,2,1
6976,0.030,0.498,0.233,0.067,0.187,0.101,0.629,2,2,1
6977,0.034,0.507,0.236,0.069,0.187,0.030,0.571,2,2,1
6978,0.026,0.504,0.237,0.067,0.188,0.101,0.631,2,2,1
6979,0.025,0.535,0.261,0.068,0.188,0.109,0.669,8,2,1
6981,0.033,0.529,0.261,0.069,0.186,0.024,0.587,2,2,1
6982,0.025,0.489,0.261,0.031,0.187,0.109,0.624,2,2,1
6983,0.033,0.502,0.235,0.066,0.187,0.024,0.560,2,2,1
6984,0.033,0.508,0.234,0.069,0.187,0.025,0.567,3,2,1
6986,0.029,0.553,0.260,0.066,0.215,0.101,0.683,2,2,1
6987,0.032,0.554,0.260,0.067,0.215,0.024,0.610,2,2,1
6988,0.024,0.552,0.262,0.065,0.212,0.104,0.681,2,2,1
6989,0.025,0.489,0.243,0.042,0.192,0.072,0.586,3,2,1
6991,0.037,0.470,0.235,0.033,0.189,0.030,0.537,2,2,1
6992,0.035,0.462,0.234,0.029,0.185,0.024,0.521,4,2,1
6994,0.033,0.463,0.234,0.030,0.188,0.078,0.574,2,2,1
6995,0.036,0.465,0.236,0.030,0.187,0.024,0.525,2,2,1
6996,0.026,0.466,0.236,0.031,0.187,0.036,0.527,2,2,1
6997,0.025,0.465,0.236,0.030,0.187,0.032,0.522,3,2,1
6999,0.035,0.461,0.234,0.029,0.186,0.024,0.520,2,2,1
7000,0.024,0.465,0.235,0.031,0.187,0.098,0.587,5,2,1
7003,0.029,0.464,0.235,0.030,0.187,0.100,0.592,3,2,1
7005,0.024,0.461,0.234,0.028,0.188,0.098,0.583,0,2,1
7007,0.035,0.466,0.236,0.030,0.188,0.024,0.525,2,2,1
7008,0.035,0.463,0.235,0.030,0.187,0.024,0.522,6,2,1
7010,0.024,0.495,0.235,0.032,0.187,0.103,0.622,2,2,1
7011,0.032,0.475,0.238,0.032,0.186,0.105,0.612,3,2,1
7013,0.039,0.469,0.237,0.029,0.186,0.029,0.537,2,2,1
7014,0.031,0.475,0.236,0.030,0.190,0.104,0.610,2,2,1
7015,0.038,0.481,0.240,0.033,0.190,0.035,0.554,2,2,1
7016,0.041,0.494,0.246,0.036,0.188,0.041,0.576,7,2,1
7018,0.033,0.472,0.237,0.030,0.188,0.104,0.610,2,2,1
7019,0.040,0.481,0.239,0.034,0.190,0.036,0.557,2,2,1
7020,0.029,0.472,0.237,0.029,0.188,0.104,0.606,2,2,1
7021,0.039,0.472,0.238,0.029,0.188,0.030,0.541,2,2,1
7022,0.028,0.477,0.237,0.031,0.187,0.075,0.580,2,2,1
7023,0.041,0.471,0.238,0.028,0.188,0.028,0.540,6,2,1
7026,0.029,0.470,0.237,0.030,0.187,0.108,0.607,2,2,1
7027,0.030,0.473,0.237,0.030,0.187,0.076,0.579,5,2,1
7029,0.050,0.464,0.234,0.029,0.188,0.026,0.540,2,2,1
7030,0.029,0.464,0.236,0.031,0.186,0.101,0.594,2,2,1
7031,0.035,0.465,0.235,0.029,0.188,0.024,0.523,2,2,1
7032,0.035,0.467,0.237,0.029,0.190,0.025,0.526,3,2,1
7034,0.025,0.464,0.236,0.030,0.187,0.100,0.589,2,2,1
7035,0.064,0.502,0.236,0.031,0.193,0.030,0.596,2,2,1
7036,0.030,0.497,0.237,0.030,0.214,0.105,0.633,2,2,1
7037,0.054,0.515,0.238,0.030,0.227,0.029,0.598,2,2,1
7038,0.029,0.509,0.237,0.030,0.227,0.105,0.644,2,2,1
7039,0.049,0.499,0.236,0.032,0.214,0.030,0.578,2,2,1
7040,0.029,0.499,0.236,0.030,0.216,0.106,0.634,2,2,1
7041,0.031,0.469,0.236,0.030,0.187,0.104,0.605,3,2,1
7043,0.054,0.504,0.236,0.032,0.217,0.032,0.590,2,2,1
7044,0.029,0.497,0.237,0.030,0.214,0.105,0.631,2,2,1
7045,0.050,0.500,0.238,0.031,0.213,0.029,0.579,2,2,1
7046,0.028,0.510,0.237,0.029,0.227,0.106,0.645,2,2,1
7047,0.047,0.502,0.238,0.029,0.216,0.029,0.578,8,2,1
