sample_id,h2d_ms,kernel_ms,k1_ms,k2_ms,k3_ms,d2h_ms,total_ms,predicted,actual,correct
5477,0.039,1.324,1.177,0.044,0.078,0.048,1.410,1,1,1
5478,0.073,1.325,1.175,0.042,0.081,0.060,1.458,1,1,1
5479,0.040,1.311,1.171,0.036,0.080,0.093,1.444,1,1,1
5480,0.073,1.323,1.176,0.043,0.078,0.051,1.447,1,1,1
5481,0.070,1.311,1.172,0.036,0.079,0.094,1.475,1,1,1
5482,0.072,1.307,1.170,0.036,0.077,0.051,1.430,1,1,1
5483,0.071,1.319,1.168,0.033,0.094,0.101,1.492,1,1,1
5484,0.071,1.352,1.170,0.073,0.079,0.062,1.486,1,1,1
5485,0.062,1.357,1.176,0.068,0.079,0.087,1.507,1,1,1
5486,0.081,1.319,1.173,0.037,0.079,0.048,1.448,1,1,1
5487,0.073,1.312,1.176,0.035,0.076,0.069,1.454,1,1,1
5488,0.077,1.323,1.180,0.041,0.076,0.049,1.448,1,1,1
5489,0.108,1.297,1.168,0.031,0.075,0.066,1.471,1,1,1
5490,0.073,1.299,1.168,0.031,0.075,0.045,1.417,1,1,1
5491,0.108,1.298,1.168,0.032,0.075,0.123,1.529,1,1,1
5492,0.073,1.366,1.214,0.046,0.079,0.062,1.501,1,1,1
5493,0.074,1.319,1.174,0.041,0.078,0.084,1.478,1,1,1
5494,0.072,1.318,1.175,0.039,0.079,0.045,1.435,1,1,1
5495,0.075,1.303,1.169,0.033,0.078,0.065,1.443,1,1,1
5496,0.107,1.321,1.175,0.042,0.078,0.119,1.547,0,1,1
5498,0.074,1.312,1.172,0.036,0.079,0.047,1.433,1,1,1
5499,0.073,1.304,1.169,0.034,0.078,0.121,1.498,1,1,1
5500,0.073,1.309,1.172,0.034,0.079,0.056,1.437,1,1,1
5501,0.053,1.307,1.170,0.034,0.079,0.084,1.444,1,1,1
5502,0.071,1.309,1.169,0.035,0.079,0.067,1.446,0,1,1
5504,0.072,1.325,1.177,0.043,0.078,0.046,1.442,1,1,1
5505,0.070,1.301,1.168,0.033,0.077,0.064,1.435,1,1,1
5506,0.073,1.311,1.170,0.037,0.079,0.045,1.429,1,1,1
5507,0.073,1.303,1.168,0.034,0.078,0.063,1.439,1,1,1
5508,0.070,1.326,1.177,0.044,0.078,0.060,1.456,1,1,1
5509,0.105,1.323,1.176,0.042,0.079,0.084,1.512,1,1,1
5510,0.066,1.334,1.175,0.044,0.088,0.046,1.446,1,1,1
5511,0.080,1.307,1.169,0.036,0.079,0.068,1.454,1,1,1
5512,0.072,1.309,1.170,0.035,0.080,0.046,1.427,1,1,1
5513,0.108,1.308,1.169,0.034,0.079,0.120,1.536,1,1,1
5514,0.072,1.305,1.170,0.034,0.078,0.056,1.434,1,1,1
5515,0.113,1.324,1.179,0.042,0.079,0.082,1.520,1,1,1
5516,0.071,1.307,1.168,0.035,0.080,0.045,1.424,1,1,1
5517,0.118,1.303,1.167,0.033,0.079,0.121,1.542,1,1,1
5518,0.071,1.309,1.170,0.035,0.079,0.126,1.507,1,1,1
5519,0.062,1.303,1.169,0.033,0.078,0.063,1.428,1,1,1
5520,0.073,1.308,1.169,0.035,0.080,0.121,1.503,1,1,1
5521,0.077,1.303,1.169,0.033,0.077,0.121,1.500,1,1,1
5522,0.072,1.303,1.168,0.034,0.077,0.121,1.497,1,1,1
5523,0.124,1.305,1.168,0.033,0.079,0.121,1.550,1,1,1
5524,0.073,1.308,1.172,0.035,0.077,0.122,1.503,1,1,1
5525,0.076,1.311,1.172,0.034,0.079,0.121,1.507,1,1,1
5526,0.072,1.324,1.175,0.044,0.078,0.122,1.518,1,1,1
5527,0.073,1.326,1.177,0.043,0.080,0.121,1.520,0,1,1
5529,0.073,1.321,1.175,0.041,0.080,0.121,1.515,1,1,1
5530,0.071,1.310,1.171,0.036,0.079,0.123,1.504,1,1,1
5531,0.094,1.322,1.176,0.041,0.079,0.119,1.535,1,1,1
5532,0.073,1.326,1.176,0.043,0.080,0.117,1.516,1,1,1
5533,0.059,1.308,1.170,0.034,0.079,0.119,1.486,1,1,1
5534,0.072,1.306,1.169,0.035,0.078,0.120,1.498,1,1,1
5535,0.053,1.314,1.173,0.036,0.081,0.122,1.490,1,1,1
5536,0.072,1.357,1.169,0.077,0.085,0.122,1.551,1,1,1
5537,0.073,2.075,1.912,0.042,0.081,0.090,2.239,1,1,1
5538,0.075,1.333,1.179,0.044,0.081,0.123,1.530,1,1,1
5539,0.079,1.326,1.179,0.039,0.081,0.120,1.525,1,1,1
5540,0.073,1.313,1.172,0.036,0.081,0.121,1.507,1,1,1
5541,0.080,1.308,1.171,0.035,0.079,0.140,1.528,1,1,1
5542,0.073,1.310,1.172,0.035,0.079,0.122,1.506,1,1,1
5543,0.080,1.364,1.197,0.050,0.088,0.069,1.513,1,1,1
5544,0.093,1.338,1.183,0.044,0.082,0.067,1.499,1,1,1
5545,0.049,1.308,1.170,0.034,0.079,0.054,1.411,1,1,1
5546,0.074,1.309,1.170,0.035,0.077,0.121,1.504,1,1,1
5547,0.079,1.306,1.169,0.034,0.077,0.120,1.505,1,1,1
5548,0.074,1.309,1.172,0.036,0.077,0.152,1.535,1,1,1
5549,0.059,1.306,1.169,0.033,0.077,0.122,1.487,1,1,1
5550,0.074,1.366,1.216,0.043,0.080,0.121,1.561,1,1,1
5551,0.082,1.367,1.214,0.044,0.080,0.121,1.569,1,1,1
5552,0.074,1.370,1.175,0.049,0.106,0.092,1.535,1,1,1
5553,0.055,1.349,1.181,0.048,0.089,0.094,1.498,1,1,1
5554,0.077,1.317,1.173,0.039,0.080,0.078,1.471,1,1,1
5555,0.047,1.302,1.169,0.033,0.077,0.074,1.423,1,1,1
5556,0.068,1.307,1.170,0.035,0.077,0.076,1.452,1,1,1
5557,0.084,1.314,1.177,0.034,0.079,0.073,1.471,1,1,1
5558,0.073,1.329,1.170,0.037,0.088,0.069,1.470,1,1,1
5559,0.074,1.355,1.185,0.045,0.087,0.057,1.486,1,1,1
5560,0.078,1.347,1.175,0.037,0.105,0.064,1.489,1,1,1
5561,0.060,1.312,1.171,0.035,0.079,0.057,1.429,1,1,1
5562,0.074,1.305,1.167,0.034,0.079,0.072,1.451,1,1,1
5563,0.058,1.312,1.173,0.034,0.079,0.081,1.451,1,1,1
5564,0.073,1.310,1.171,0.034,0.079,0.073,1.456,1,1,1
5565,0.059,1.320,1.181,0.034,0.079,0.056,1.435,1,1,1
5566,0.074,1.304,1.170,0.033,0.077,0.073,1.451,1,1,1
5567,0.059,1.305,1.169,0.034,0.079,0.072,1.436,1,1,1
5568,0.059,1.307,1.171,0.033,0.077,0.073,1.440,0,1,1
5570,0.074,1.309,1.171,0.034,0.078,0.060,1.443,1,1,1
5571,0.057,1.305,1.170,0.033,0.077,0.070,1.432,1,1,1
5572,0.073,1.303,1.169,0.033,0.077,0.070,1.446,1,1,1
5573,0.057,1.306,1.168,0.033,0.079,0.078,1.441,1,1,1
5574,0.074,1.310,1.171,0.033,0.080,0.069,1.453,1,1,1
5575,0.059,1.307,1.171,0.034,0.077,0.060,1.426,1,1,1
5576,0.072,1.308,1.170,0.035,0.079,0.071,1.452,1,1,1
5577,0.057,1.303,1.169,0.033,0.077,0.070,1.429,1,1,1
5578,0.071,1.308,1.170,0.036,0.077,0.078,1.458,1,1,1
5579,0.059,1.350,1.197,0.044,0.079,0.073,1.482,1,1,1
5580,0.074,1.337,1.185,0.044,0.080,0.080,1.490,1,1,1
5581,0.059,1.306,1.169,0.033,0.079,0.071,1.436,1,1,1
5582,0.074,1.304,1.169,0.034,0.077,0.084,1.462,1,1,1
5583,0.059,1.306,1.169,0.033,0.080,0.080,1.444,1,1,1
5584,0.072,1.307,1.168,0.034,0.079,0.073,1.453,1,1,1
5585,0.058,1.310,1.173,0.033,0.079,0.077,1.446,1,1,1
5586,0.072,1.305,1.169,0.034,0.077,0.072,1.449,1,1,1
5587,0.057,1.302,1.168,0.033,0.077,0.072,1.431,1,1,1
5588,0.070,1.308,1.170,0.034,0.079,0.078,1.457,1,1,1
5589,0.059,1.338,1.187,0.042,0.080,0.074,1.471,1,1,1
5590,0.073,1.322,1.171,0.045,0.080,0.081,1.475,1,1,1
5591,0.073,1.304,1.169,0.034,0.077,0.072,1.449,0,1,1
5593,0.058,1.350,1.209,0.034,0.082,0.079,1.488,1,1,1
5594,0.073,1.394,1.243,0.043,0.080,0.077,1.543,1,1,1
5595,0.064,1.400,1.249,0.042,0.081,0.080,1.544,1,1,1
5596,0.073,1.332,1.180,0.044,0.081,0.074,1.478,1,1,1
5597,0.060,1.304,1.166,0.033,0.080,0.088,1.452,1,1,1
5598,0.074,1.305,1.167,0.035,0.078,0.074,1.452,1,1,1
5599,0.059,1.303,1.167,0.033,0.079,0.072,1.434,1,1,1
5600,0.073,1.303,1.168,0.033,0.077,0.079,1.455,1,1,1
5601,0.060,1.322,1.171,0.042,0.080,0.072,1.455,1,1,1
5602,0.078,1.326,1.175,0.042,0.079,0.063,1.466,1,1,1
5603,0.057,1.307,1.167,0.034,0.079,0.072,1.436,1,1,1
5604,0.072,1.504,1.366,0.035,0.077,0.055,1.631,1,1,1
5605,0.058,1.392,1.250,0.037,0.079,0.074,1.525,1,1,1
5606,0.073,1.377,1.242,0.033,0.077,0.067,1.517,1,1,1
5607,0.059,1.410,1.270,0.035,0.080,0.076,1.544,1,1,1
5608,0.073,1.375,1.240,0.035,0.077,0.067,1.515,1,1,1
5609,0.059,1.371,1.238,0.032,0.077,0.068,1.498,1,1,1
5610,0.073,1.344,1.206,0.035,0.079,0.067,1.484,1,1,1
5611,0.060,1.385,1.251,0.032,0.078,0.067,1.512,1,1,1
5612,0.073,1.380,1.241,0.035,0.078,0.076,1.529,1,1,1
5613,0.060,1.400,1.250,0.041,0.080,0.067,1.527,1,1,1
5614,0.074,1.362,1.214,0.042,0.078,0.063,1.500,1,1,1
5615,0.057,1.378,1.241,0.034,0.079,0.067,1.502,1,1,1
5616,0.073,1.377,1.239,0.036,0.079,0.071,1.522,1,1,1
5617,0.058,1.378,1.239,0.035,0.079,0.074,1.510,1,1,1
5618,0.073,1.394,1.246,0.042,0.078,0.067,1.534,1,1,1
5619,0.058,1.438,1.242,0.064,0.093,0.070,1.566,1,1,1
5620,0.060,1.314,1.173,0.037,0.079,0.064,1.438,0,1,1
5622,0.074,1.321,1.171,0.044,0.081,0.058,1.453,1,1,1
5623,0.058,1.308,1.171,0.033,0.079,0.063,1.429,1,1,1
5624,0.072,1.309,1.171,0.036,0.077,0.072,1.454,1,1,1
5625,0.059,1.304,1.170,0.033,0.078,0.069,1.433,1,1,1
5626,0.076,1.328,1.170,0.034,0.079,0.059,1.463,1,1,1
5627,0.060,1.348,1.170,0.070,0.078,0.063,1.471,1,1,1
5628,0.081,1.358,1.174,0.072,0.077,0.065,1.503,1,1,1
5629,0.060,1.322,1.175,0.036,0.080,0.070,1.451,1,1,1
5630,0.079,1.311,1.171,0.035,0.079,0.064,1.454,1,1,1
5631,0.059,1.318,1.170,0.048,0.077,0.058,1.436,1,1,1
5632,0.076,1.309,1.171,0.034,0.079,0.063,1.447,1,1,1
5633,0.058,1.302,1.169,0.033,0.077,0.067,1.427,1,1,1
5634,0.073,1.312,1.172,0.036,0.079,0.074,1.459,1,1,1
5635,0.060,1.303,1.169,0.033,0.077,0.067,1.430,1,1,1
5636,0.074,1.313,1.172,0.037,0.079,0.060,1.447,1,1,1
5637,0.058,1.305,1.170,0.034,0.077,0.068,1.431,1,1,1
5638,0.075,1.306,1.170,0.035,0.078,0.065,1.446,1,1,1
5639,0.057,1.303,1.169,0.033,0.077,0.074,1.434,1,1,1
5640,0.073,1.307,1.170,0.034,0.080,0.066,1.447,1,1,1
5641,0.059,1.302,1.168,0.033,0.077,0.056,1.416,1,1,1
5642,0.058,1.303,1.168,0.035,0.077,0.067,1.428,2,1,1
5644,0.070,1.318,1.182,0.034,0.077,0.075,1.463,1,1,1
5645,0.059,1.302,1.168,0.034,0.077,0.066,1.426,1,1,1
5646,0.073,1.307,1.170,0.035,0.077,0.060,1.440,1,1,1
5647,0.058,1.304,1.170,0.033,0.077,0.066,1.428,1,1,1
5648,0.071,1.303,1.169,0.034,0.077,0.070,1.444,1,1,1
5649,0.060,1.306,1.168,0.036,0.077,0.078,1.444,1,1,1
5650,0.075,1.306,1.169,0.034,0.080,0.075,1.456,1,1,1
5651,0.060,1.305,1.169,0.035,0.077,0.061,1.427,1,1,1
5652,0.072,1.304,1.169,0.034,0.077,0.071,1.447,1,1,1
5653,0.058,1.304,1.169,0.034,0.079,0.073,1.435,1,1,1
5654,0.071,1.305,1.169,0.034,0.077,0.081,1.456,1,1,1
5655,0.059,1.307,1.169,0.034,0.081,0.073,1.439,1,1,1
5656,0.073,1.309,1.171,0.035,0.079,0.060,1.443,1,1,1
5657,0.058,1.305,1.168,0.033,0.080,0.072,1.435,1,1,1
5658,0.073,1.305,1.169,0.036,0.077,0.072,1.450,1,1,1
5659,0.072,1.304,1.169,0.034,0.077,0.073,1.448,0,1,1
5661,0.059,1.304,1.168,0.033,0.077,0.062,1.425,1,1,1
5662,0.074,1.304,1.169,0.034,0.077,0.071,1.449,1,1,1
5663,0.057,1.302,1.168,0.033,0.077,0.072,1.431,1,1,1
5664,0.072,1.339,1.203,0.033,0.078,0.080,1.491,1,1,1
5665,0.058,1.376,1.240,0.033,0.079,0.072,1.506,1,1,1
5666,0.075,1.415,1.263,0.045,0.079,0.084,1.573,1,1,1
5667,0.058,1.431,1.281,0.043,0.080,0.072,1.560,1,1,1
5668,0.072,1.398,1.247,0.044,0.081,0.085,1.555,1,1,1
5669,0.060,1.401,1.261,0.036,0.078,0.073,1.535,1,1,1
5670,0.079,1.398,1.247,0.043,0.080,0.073,1.549,1,1,1
5671,0.058,1.380,1.241,0.035,0.079,0.075,1.513,1,1,1
5672,0.071,1.378,1.240,0.032,0.079,0.061,1.510,1,1,1
5673,0.059,1.351,1.212,0.033,0.079,0.078,1.488,1,1,1
5674,0.076,1.375,1.240,0.033,0.078,0.070,1.521,1,1,1
5675,0.057,1.368,1.235,0.032,0.077,0.073,1.499,1,1,1
5676,0.093,1.351,1.211,0.034,0.079,0.072,1.516,1,1,1
5677,0.058,1.382,1.242,0.036,0.079,0.073,1.513,1,1,1
5678,0.072,1.379,1.238,0.036,0.078,0.078,1.529,1,1,1
5679,0.061,1.376,1.240,0.033,0.077,0.073,1.510,1,1,1
5680,0.075,1.406,1.256,0.041,0.081,0.057,1.539,1,1,1
5681,0.057,1.377,1.240,0.033,0.079,0.072,1.507,1,1,1
5682,0.072,1.371,1.238,0.032,0.077,0.071,1.515,1,1,1
5683,0.057,1.347,1.208,0.034,0.079,0.079,1.483,1,1,1
5684,0.074,1.377,1.239,0.034,0.077,0.071,1.522,1,1,1
5685,0.059,1.388,1.250,0.032,0.079,0.078,1.525,1,1,1
5686,0.073,1.377,1.241,0.033,0.079,0.085,1.535,1,1,1
5687,0.058,1.372,1.237,0.033,0.079,0.072,1.502,1,1,1
5688,0.075,1.344,1.206,0.034,0.079,0.072,1.490,1,1,1
5689,0.059,1.370,1.237,0.032,0.077,0.072,1.501,1,1,1
5690,0.072,1.380,1.239,0.035,0.078,0.084,1.536,1,1,1
5691,0.058,1.376,1.239,0.033,0.077,0.073,1.507,1,1,1
5692,0.080,1.366,1.217,0.042,0.079,0.060,1.505,1,1,1
5693,0.061,1.377,1.239,0.034,0.079,0.074,1.512,1,1,1
5694,0.073,1.375,1.238,0.034,0.079,0.074,1.522,1,1,1
5695,0.057,1.378,1.240,0.033,0.079,0.078,1.513,1,1,1
5696,0.058,1.379,1.238,0.036,0.079,0.075,1.512,0,1,1
5698,0.074,1.404,1.252,0.043,0.081,0.073,1.551,1,1,1
5699,0.064,1.362,1.209,0.042,0.082,0.063,1.488,1,1,1
5700,0.074,1.384,1.244,0.035,0.079,0.072,1.530,1,1,1
5701,0.059,1.389,1.251,0.034,0.079,0.072,1.519,1,1,1
5702,0.072,1.381,1.242,0.035,0.078,0.080,1.533,1,1,1
5703,0.059,1.380,1.241,0.034,0.079,0.073,1.512,1,1,1
5704,0.078,1.362,1.216,0.041,0.078,0.082,1.522,1,1,1
5705,0.057,1.378,1.241,0.034,0.079,0.072,1.508,1,1,1
5706,0.072,1.376,1.241,0.034,0.077,0.073,1.520,1,1,1
5707,0.062,1.344,1.206,0.034,0.079,0.073,1.478,1,1,1
5708,0.072,1.378,1.242,0.033,0.079,0.073,1.522,1,1,1
5709,0.058,1.377,1.237,0.035,0.079,0.081,1.516,1,1,1
5710,0.073,1.398,1.246,0.042,0.081,0.072,1.543,1,1,1
5711,0.059,1.370,1.223,0.041,0.078,0.059,1.488,1,1,1
5712,0.074,1.377,1.239,0.034,0.079,0.072,1.523,1,1,1
5713,0.057,1.375,1.239,0.033,0.079,0.072,1.505,1,1,1
5714,0.071,1.376,1.238,0.034,0.078,0.073,1.521,1,1,1
5715,0.058,1.374,1.237,0.033,0.077,0.086,1.517,1,1,1
5716,0.074,1.395,1.246,0.042,0.079,0.079,1.548,1,1,1
5717,0.058,1.396,1.245,0.042,0.081,0.074,1.529,1,1,1
5718,0.073,1.395,1.240,0.033,0.080,0.061,1.529,1,1,1
5719,0.058,1.380,1.242,0.035,0.079,0.073,1.511,1,1,1
5720,0.072,1.374,1.239,0.032,0.079,0.072,1.518,1,1,1
5721,0.057,1.378,1.239,0.035,0.077,0.079,1.514,1,1,1
5722,0.075,1.395,1.245,0.042,0.080,0.072,1.542,1,1,1
5723,0.063,1.372,1.216,0.049,0.080,0.087,1.522,1,1,1
5724,0.073,1.379,1.239,0.034,0.080,0.078,1.530,0,1,1
5729,0.059,1.397,1.248,0.042,0.078,0.074,1.529,1,1,1
5730,0.072,1.395,1.255,0.035,0.080,0.062,1.530,1,1,1
5731,0.058,1.378,1.240,0.034,0.079,0.073,1.508,1,1,1
5732,0.074,1.371,1.237,0.033,0.077,0.072,1.517,1,1,1
5733,0.057,1.385,1.245,0.034,0.080,0.080,1.523,1,1,1
5734,0.073,1.400,1.247,0.043,0.080,0.072,1.545,1,1,1
5735,0.058,1.393,1.244,0.042,0.078,0.079,1.530,1,1,1
5736,0.072,1.401,1.249,0.043,0.080,0.073,1.546,1,1,1
5737,0.059,1.345,1.207,0.035,0.079,0.084,1.489,1,1,1
5738,0.073,1.391,1.251,0.036,0.079,0.073,1.537,1,1,1
5739,0.058,1.376,1.241,0.034,0.077,0.073,1.506,1,1,1
5740,0.071,1.373,1.236,0.034,0.077,0.075,1.520,1,1,1
5741,0.060,1.397,1.247,0.043,0.079,0.072,1.530,1,1,1
5742,0.075,1.348,1.209,0.033,0.079,0.078,1.501,1,1,1
5743,0.057,1.376,1.239,0.033,0.079,0.073,1.505,1,1,1
5744,0.073,1.342,1.204,0.037,0.077,0.071,1.486,1,1,1
5745,0.058,1.382,1.220,0.036,0.079,0.073,1.513,1,1,1
5746,0.059,1.380,1.239,0.035,0.079,0.081,1.520,0,1,1
5748,0.073,1.398,1.245,0.043,0.081,0.072,1.543,1,1,1
5749,0.058,1.401,1.260,0.035,0.079,0.060,1.519,1,1,1
5750,0.074,1.374,1.238,0.033,0.079,0.071,1.519,1,1,1
5751,0.058,1.373,1.238,0.034,0.077,0.072,1.503,1,1,1
5752,0.074,1.376,1.239,0.034,0.077,0.091,1.541,1,1,1
5753,0.059,1.396,1.246,0.041,0.080,0.074,1.529,1,1,1
5754,0.059,1.438,1.284,0.045,0.079,0.074,1.571,0,1,1
5756,0.074,1.395,1.240,0.034,0.091,0.061,1.529,1,1,1
5757,0.066,1.438,1.283,0.046,0.080,0.071,1.576,1,1,1
5758,0.073,1.433,1.283,0.043,0.079,0.071,1.577,1,1,1
5759,0.058,1.386,1.247,0.035,0.080,0.080,1.524,1,1,1
5760,0.074,1.397,1.247,0.043,0.081,0.074,1.546,1,1,1
5761,0.063,1.435,1.283,0.044,0.080,0.079,1.577,1,1,1
5762,0.071,1.381,1.242,0.034,0.079,0.073,1.525,1,1,1
5763,0.078,1.439,1.286,0.044,0.080,0.072,1.589,0,1,1
5765,0.057,1.435,1.282,0.044,0.082,0.072,1.565,1,1,1
5766,0.073,1.383,1.239,0.036,0.080,0.079,1.534,1,1,1
5767,0.060,1.381,1.240,0.035,0.079,0.075,1.516,1,1,1
5768,0.072,1.389,1.239,0.042,0.081,0.079,1.540,1,1,1
5769,0.058,1.381,1.241,0.034,0.080,0.073,1.512,1,1,1
5770,0.060,1.370,1.220,0.042,0.080,0.075,1.505,0,1,1
5772,0.073,1.380,1.241,0.034,0.078,0.073,1.526,1,1,1
5773,0.058,1.382,1.242,0.034,0.079,0.080,1.519,1,1,1
5774,0.072,1.378,1.240,0.033,0.079,0.073,1.523,1,1,1
5775,0.060,1.364,1.210,0.042,0.077,0.078,1.502,1,1,1
5776,0.083,1.386,1.225,0.044,0.079,0.068,1.536,1,1,1
5777,0.058,1.381,1.242,0.032,0.079,0.073,1.512,1,1,1
5778,0.058,1.345,1.207,0.034,0.079,0.073,1.477,1,1,1
5779,0.060,1.374,1.239,0.033,0.077,0.073,1.506,1,1,1
5780,0.050,1.380,1.239,0.035,0.079,0.080,1.510,1,1,1
5781,0.056,1.350,1.211,0.034,0.079,0.059,1.465,0,1,1
5783,0.058,1.372,1.236,0.033,0.079,0.073,1.503,1,1,1
5784,0.049,1.370,1.238,0.032,0.077,0.073,1.492,1,1,1
5785,0.057,1.378,1.241,0.034,0.077,0.080,1.514,1,1,1
5786,0.052,1.347,1.205,0.036,0.079,0.073,1.472,1,1,1
5787,0.049,1.376,1.241,0.034,0.077,0.072,1.497,0,1,1
5789,0.057,1.373,1.237,0.033,0.079,0.074,1.504,1,1,1
5790,0.050,1.343,1.205,0.034,0.080,0.073,1.466,1,1,1
5791,0.060,1.377,1.242,0.034,0.077,0.057,1.494,1,1,1
5792,0.049,1.438,1.282,0.044,0.083,0.085,1.573,1,1,1
5793,0.058,1.385,1.244,0.035,0.079,0.074,1.518,1,1,1
5794,0.060,1.389,1.249,0.035,0.079,0.056,1.504,1,1,1
5795,0.057,1.374,1.239,0.034,0.077,0.074,1.505,1,1,1
5796,0.052,1.379,1.242,0.036,0.077,0.074,1.505,1,1,1
5797,0.059,1.377,1.240,0.034,0.078,0.080,1.517,1,1,1
5798,0.052,1.379,1.242,0.033,0.077,0.074,1.505,1,1,1
5799,0.058,1.398,1.262,0.033,0.077,0.080,1.536,1,1,1
5800,0.060,1.340,1.205,0.034,0.077,0.072,1.472,0,1,1
5802,0.051,1.342,1.206,0.033,0.079,0.073,1.466,1,1,1
5803,0.058,1.375,1.238,0.034,0.079,0.079,1.512,1,1,1
5804,0.058,1.441,1.283,0.046,0.082,0.084,1.582,1,1,1
5805,0.059,1.380,1.240,0.035,0.078,0.072,1.512,1,1,1
5806,0.059,1.349,1.209,0.036,0.079,0.061,1.469,1,1,1
5807,0.057,1.375,1.239,0.034,0.077,0.072,1.505,1,1,1
5808,0.052,1.372,1.237,0.032,0.079,0.073,1.496,1,1,1
5809,0.066,1.349,1.209,0.035,0.079,0.108,1.523,1,1,1
5810,0.056,1.379,1.237,0.035,0.080,0.076,1.510,1,1,1
5811,0.059,1.398,1.241,0.047,0.079,0.125,1.582,1,1,1
5812,0.055,1.398,1.248,0.040,0.082,0.074,1.527,1,1,1
5813,0.058,1.376,1.238,0.035,0.079,0.137,1.572,1,1,1
5814,0.055,1.378,1.239,0.035,0.079,0.072,1.505,1,1,1
5815,0.058,1.377,1.241,0.033,0.079,0.122,1.556,1,1,1
5816,0.109,1.435,1.283,0.045,0.079,0.078,1.622,1,1,1
5817,0.058,1.432,1.281,0.044,0.080,0.129,1.619,1,1,1
5818,0.106,1.433,1.281,0.044,0.079,0.081,1.619,1,1,1
5819,0.059,1.353,1.211,0.037,0.080,0.063,1.475,0,1,1
5821,0.057,1.378,1.241,0.033,0.079,0.123,1.557,1,1,1
5822,0.052,1.374,1.239,0.032,0.079,0.074,1.500,1,1,1
5823,0.057,1.379,1.240,0.035,0.079,0.127,1.563,1,1,1
5824,0.059,1.382,1.237,0.036,0.081,0.123,1.565,0,1,1
5826,0.059,1.385,1.242,0.035,0.081,0.072,1.515,1,1,1
5827,0.059,1.393,1.256,0.034,0.079,0.089,1.542,1,1,1
5828,0.051,1.377,1.242,0.035,0.077,0.072,1.501,1,1,1
5829,0.057,1.376,1.240,0.032,0.080,0.122,1.555,1,1,1
5830,0.050,1.376,1.238,0.035,0.079,0.079,1.505,1,1,1
5831,0.058,1.375,1.237,0.033,0.078,0.123,1.556,1,1,1
5832,0.049,1.378,1.239,0.034,0.079,0.079,1.506,1,1,1
5833,0.057,1.377,1.237,0.036,0.079,0.123,1.558,1,1,1
5834,0.049,1.393,1.239,0.032,0.079,0.064,1.506,1,1,1
5835,0.058,1.378,1.238,0.035,0.079,0.125,1.561,1,1,1
5836,0.049,1.371,1.238,0.033,0.077,0.072,1.493,1,1,1
5837,0.057,1.876,1.729,0.038,0.082,0.092,2.025,1,1,1
5838,0.052,1.383,1.242,0.036,0.079,0.076,1.511,1,1,1
5839,0.064,1.380,1.238,0.036,0.079,0.126,1.570,1,1,1
5840,0.049,1.380,1.239,0.035,0.079,0.077,1.506,1,1,1
5841,0.063,1.347,1.210,0.033,0.080,0.138,1.549,1,1,1
5842,0.049,1.377,1.240,0.032,0.080,0.076,1.502,1,1,1
5843,0.061,1.374,1.238,0.033,0.080,0.126,1.560,1,1,1
5844,0.056,1.411,1.256,0.043,0.081,0.076,1.543,1,1,1
5845,0.061,1.381,1.241,0.035,0.080,0.123,1.565,1,1,1
5846,0.059,1.377,1.238,0.035,0.078,0.084,1.520,1,1,1
5847,0.063,1.376,1.237,0.033,0.080,0.124,1.563,1,1,1
5848,0.106,1.370,1.222,0.040,0.079,0.092,1.567,1,1,1
5849,0.061,1.378,1.239,0.034,0.079,0.123,1.562,1,1,1
5850,0.052,1.373,1.238,0.034,0.079,0.076,1.501,1,1,1
5851,0.079,1.416,1.258,0.045,0.081,0.124,1.620,1,1,1
5852,0.061,1.437,1.284,0.044,0.080,0.127,1.625,0,1,1
5854,0.105,1.457,1.287,0.052,0.085,0.076,1.638,1,1,1
5855,0.061,1.384,1.244,0.035,0.079,0.118,1.563,1,1,1
5856,0.060,1.380,1.240,0.034,0.081,0.088,1.529,1,1,1
5857,0.061,1.380,1.240,0.036,0.080,0.137,1.578,1,1,1
5858,0.073,1.382,1.239,0.037,0.080,0.077,1.532,1,1,1
5859,0.048,1.382,1.245,0.034,0.078,0.083,1.513,0,1,1
5861,0.061,1.377,1.239,0.032,0.080,0.124,1.562,1,1,1
5862,0.050,1.402,1.266,0.033,0.077,0.082,1.534,1,1,1
5863,0.062,1.377,1.240,0.034,0.080,0.124,1.563,1,1,1
5864,0.050,1.373,1.236,0.034,0.079,0.094,1.517,1,1,1
5865,0.063,1.393,1.256,0.034,0.079,0.122,1.578,1,1,1
5866,0.108,1.386,1.242,0.039,0.079,0.071,1.565,1,1,1
5867,0.060,1.433,1.239,0.034,0.131,0.123,1.615,1,1,1
5868,0.053,1.444,1.290,0.045,0.080,0.077,1.574,1,1,1
5869,0.051,1.379,1.239,0.034,0.079,0.077,1.506,0,1,1
5871,0.062,1.386,1.240,0.033,0.083,0.095,1.543,1,1,1
5872,0.080,1.381,1.241,0.035,0.079,0.076,1.536,1,1,1
5873,0.060,1.373,1.237,0.032,0.079,0.123,1.556,1,1,1
5874,0.106,1.376,1.240,0.034,0.077,0.082,1.565,1,1,1
5875,0.061,1.377,1.237,0.032,0.080,0.126,1.564,1,1,1
5876,0.066,1.382,1.242,0.034,0.080,0.123,1.572,0,1,1
5878,0.108,1.384,1.237,0.043,0.079,0.062,1.554,1,1,1
